projected,top10,actual,name,draftkings_id,position,salary,team,opponent-rank,ppg,home,goalie,center,defense,wing,homeXgoalie,homeXcenter,homeXdefense,homeXwing,ppgXgoalie,ppgXcenter,ppgXdefense,ppgXwing,homeXppg,homeXor,ppgXor
,,,Antti Raanta,736974,G,9200,CHI,7,6.5,1,1,0,0,0,1,0,0,0,6.5,0.0,0.0,0.0,6.5,7,45.5
,,,Carey Price,300782,G,9000,CHI,22,5.0,0,1,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0,110.0
,,,Corey Crawford,231130,G,8900,CHI,7,5.1,1,1,0,0,0,1,0,0,0,5.1,0.0,0.0,0.0,5.1,7,35.699999999999996
,,,Corey Perry,229391,RW,8800,MIN,4,4.5,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0,18.0
,,,Patrick Kane,392942,RW,8500,CHI,17,4.2,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,4.2,4.2,17,71.4
,,,Zach Parise,229381,LW,8300,MIN,9,4.5,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,4.5,4.5,9,40.5
,,,Frederik Andersen,556379,G,8300,MIN,20,4.6,0,1,0,0,0,0,0,0,0,4.6,0.0,0.0,0.0,0.0,0,92.0
,,,Michael Hutchinson,543477,G,8200,WPG,21,5.0,1,1,0,0,0,1,0,0,0,5.0,0.0,0.0,0.0,5.0,21,105.0
,,,Ryan Getzlaf,229383,C,8000,MIN,4,4.2,0,0,1,0,0,0,0,0,0,0.0,4.2,0.0,0.0,0.0,0,16.8
,,,Semyon Varlamov,329657,G,7700,WPG,30,4.1,0,1,0,0,0,0,0,0,0,4.1,0.0,0.0,0.0,0.0,0,122.99999999999999
,,,Max Pacioretty,392964,LW,7700,CHI,5,4.1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,4.1,0.0,0,20.5
,,,Gabriel Landeskog,600076,LW,7400,WPG,20,3.5,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.5,0.0,0,70.0
,,,Darcy Kuemper,547403,G,7200,MIN,11,4.2,1,1,0,0,0,1,0,0,0,4.2,0.0,0.0,0.0,4.2,11,46.2
,,,Niklas Backstrom,326034,G,7000,MIN,11,3.3,1,1,0,0,0,1,0,0,0,3.3,0.0,0.0,0.0,3.3,11,36.3
,,,Matt Duchene,504249,C,7000,WPG,6,3.5,0,0,1,0,0,0,0,0,0,0.0,3.5,0.0,0.0,0.0,0,21.0
,,,Ondrej Pavelec,339607,G,6700,WPG,21,4.0,1,1,0,0,0,1,0,0,0,4.0,0.0,0.0,0.0,4.0,21,84.0
,,,Scott Darling,655193,G,6700,CHI,7,5.6,1,1,0,0,0,1,0,0,0,5.6,0.0,0.0,0.0,5.6,7,39.199999999999996
,,,Nathan MacKinnon,741404,C,6700,WPG,6,3.3,0,0,1,0,0,0,0,0,0,0.0,3.3,0.0,0.0,0.0,0,19.799999999999997
,,,Reto Berra,732732,G,6600,WPG,30,1.9,0,1,0,0,0,0,0,0,0,1.9,0.0,0.0,0.0,0.0,0,57.0
,,,Jason Pominville,176123,RW,6500,MIN,20,3.5,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,3.5,3.5,20,70.0
,,,Brad Richards,171090,C,6400,CHI,12,3.1,1,0,1,0,0,0,1,0,0,0.0,3.1,0.0,0.0,3.1,12,37.2
,,,Dustin Tokarski,489286,G,6400,CHI,22,3.9,0,1,0,0,0,0,0,0,0,3.9,0.0,0.0,0.0,0.0,0,85.8
,,,Igor Bobkov,571307,G,6400,MIN,20,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
,,,Evander Kane,504252,LW,6300,WPG,24,3.3,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,3.3,3.3,24,79.19999999999999
,,,P.K. Subban,478197,D,6200,CHI,6,3.2,0,0,0,1,0,0,0,0,0,0.0,0.0,3.2,0.0,0.0,0,19.200000000000003
,,,Kris Versteeg,326141,LW,6000,CHI,21,3.4,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,3.4,3.4,21,71.39999999999999
,,,Dustin Byfuglien,296054,RW,5800,WPG,28,2.8,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,2.8,2.8,28,78.39999999999999
,,,Jacob Trouba,659853,D,5700,WPG,21,3.0,1,0,0,1,0,0,0,1,0,0.0,0.0,3.0,0.0,3.0,21,63.0
,,,Blake Wheeler,268147,RW,5600,WPG,28,3.4,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,3.4,3.4,28,95.2
,,,Jonathan Toews,329563,C,5500,CHI,12,3.3,1,0,1,0,0,0,1,0,0,0.0,3.3,0.0,0.0,3.3,12,39.599999999999994
,,,Tyson Barrie,593095,D,5400,WPG,10,3.2,0,0,0,1,0,0,0,0,0,0.0,0.0,3.2,0.0,0.0,0,32.0
,,,Marian Hossa,170695,RW,5300,CHI,17,3.2,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,3.2,3.2,17,54.400000000000006
,,,Duncan Keith,184268,D,5300,CHI,17,3.4,1,0,0,1,0,0,0,1,0,0.0,0.0,3.4,0.0,3.4,17,57.8
,,,Andrew Ladd,268146,LW,5300,WPG,24,3.2,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,3.2,3.2,24,76.80000000000001
,,,Jarome Iginla,170514,RW,5100,WPG,2,2.5,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.5,0.0,0,5.0
,,,Ryan Kesler,228968,C,5100,MIN,4,3.3,0,0,1,0,0,0,0,0,0,0.0,3.3,0.0,0.0,0.0,0,13.2
,,,Brent Seabrook,229378,D,5100,CHI,17,3.4,1,0,0,1,0,0,0,1,0,0.0,0.0,3.4,0.0,3.4,17,57.8
,,,Bryan Little,329645,C,5100,WPG,26,2.8,1,0,1,0,0,0,1,0,0,0.0,2.8,0.0,0.0,2.8,26,72.8
,,,Ryan Suter,229371,D,5000,MIN,18,3.0,1,0,0,1,0,0,0,1,0,0.0,0.0,3.0,0.0,3.0,18,54.0
,,,Erik Johnson,329560,D,5000,WPG,10,3.3,0,0,0,1,0,0,0,0,0,0.0,0.0,3.3,0.0,0.0,0,33.0
,,,Ryan O'Reilly,522130,LW,5000,WPG,20,2.7,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.7,0.0,0,54.0
,,,Tomas Plekanec,172738,C,4800,CHI,10,3.4,0,0,1,0,0,0,0,0,0,0.0,3.4,0.0,0.0,0.0,0,34.0
,,,Sami Vatanen,597137,D,4800,MIN,4,3.6,0,0,0,1,0,0,0,0,0,0.0,0.0,3.6,0.0,0.0,0,14.4
,,,Mikko Koivu,177011,C,4700,MIN,11,2.5,1,0,1,0,0,0,1,0,0,0.0,2.5,0.0,0.0,2.5,11,27.5
,,,Matt Beleskey,450848,LW,4700,MIN,12,3.1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.1,0.0,0,37.2
,,,Nino Niederreiter,550755,RW,4600,MIN,20,3.0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,3.0,3.0,20,60.0
,,,Brendan Gallagher,555807,RW,4500,CHI,9,2.8,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.8,0.0,0,25.2
,,,Alex Galchenyuk,659810,C,4500,CHI,10,2.9,0,0,1,0,0,0,0,0,0,0.0,2.9,0.0,0.0,0.0,0,29.0
,,,Jason Zucker,554508,LW,4400,MIN,9,2.8,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,2.8,2.8,9,25.2
,,,Brandon Saad,607591,LW,4400,CHI,21,2.7,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,2.7,2.7,21,56.7
,,,Jared Spurgeon,568698,D,4300,MIN,18,3.8,1,0,0,1,0,0,0,1,0,0.0,0.0,3.8,0.0,3.8,18,68.39999999999999
,,,Thomas Vanek,229370,LW,4200,MIN,9,2.1,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,2.1,2.1,9,18.900000000000002
,,,Cam Fowler,550762,D,4200,MIN,4,2.5,0,0,0,1,0,0,0,0,0,0.0,0.0,2.5,0.0,0.0,0,10.0
,,,Andrei Markov,171113,D,4100,CHI,6,2.7,0,0,0,1,0,0,0,0,0,0.0,0.0,2.7,0.0,0.0,0,16.200000000000003
,,,Alex Tanguay,170807,LW,4000,WPG,20,2.8,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.8,0.0,0,56.0
,,,Michael Frolik,329643,RW,4000,WPG,28,2.5,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,2.5,2.5,28,70.0
,,,Devante Smith-Pelly,554489,RW,4000,MIN,4,2.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.2,0.0,0,8.8
,,,Jakob Silfverberg,596832,RW,4000,MIN,4,2.5,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.5,0.0,0,10.0
,,,P.A. Parenteau,184264,RW,3900,CHI,9,2.3,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.3,0.0,0,20.7
,,,Lars Eller,392954,C,3900,CHI,10,2.4,0,0,1,0,0,0,0,0,0,0.0,2.4,0.0,0.0,0.0,0,24.0
,,,Andrew Shaw,610878,C,3900,CHI,12,2.2,1,0,1,0,0,0,1,0,0,0.0,2.2,0.0,0.0,2.2,12,26.400000000000002
,,,Daniel Briere,170782,C,3800,WPG,6,1.8,0,0,1,0,0,0,0,0,0,0.0,1.8,0.0,0.0,0.0,0,10.8
,,,Mathieu Perreault,447273,C,3800,WPG,26,1.8,1,0,1,0,0,0,1,0,0,0.0,1.8,0.0,0.0,1.8,26,46.800000000000004
,,,Patrick Maroon,417017,LW,3700,MIN,12,2.1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.1,0.0,0,25.200000000000003
,,,David Desharnais,451706,C,3700,CHI,10,2.0,0,0,1,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0,20.0
,,,Zach Bogosian,456626,D,3700,WPG,21,2.3,1,0,0,1,0,0,0,1,0,0.0,0.0,2.3,0.0,2.3,21,48.3
,,,Zach Redmond,593940,D,3700,WPG,10,2.4,0,0,0,1,0,0,0,0,0,0.0,0.0,2.4,0.0,0.0,0,24.0
,,,Marco Scandella,496081,D,3600,MIN,18,2.6,1,0,0,1,0,0,0,1,0,0.0,0.0,2.6,0.0,2.6,18,46.800000000000004
,,,Charlie Coyle,550778,C,3600,MIN,11,2.3,1,0,1,0,0,0,1,0,0,0.0,2.3,0.0,0.0,2.3,11,25.299999999999997
,,,Mikael Granlund,550759,C,3500,MIN,11,2.0,1,0,1,0,0,0,1,0,0,0.0,2.0,0.0,0.0,2.0,11,22.0
,,,Mark Scheifele,600098,C,3500,WPG,26,2.0,1,0,1,0,0,0,1,0,0,0.0,2.0,0.0,0.0,2.0,26,52.0
,,,Hampus Lindholm,659813,D,3500,MIN,4,2.0,0,0,0,1,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0,8.0
,,,Kyle Palmieri,504309,RW,3200,MIN,4,2.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.2,0.0,0,8.8
,,,Sergei Gonchar,170280,D,3100,CHI,6,1.6,0,0,0,1,0,0,0,0,0,0.0,0.0,1.6,0.0,0.0,0,9.600000000000001
,,,Marcus Kruger,549269,C,3100,CHI,12,2.0,1,0,1,0,0,0,1,0,0,0.0,2.0,0.0,0.0,2.0,12,24.0
,,,Max Talbot,235539,C,3000,WPG,6,1.4,0,0,1,0,0,0,0,0,0,0.0,1.4,0.0,0.0,0.0,0,8.399999999999999
,,,Andrew Cogliano,300806,C,3000,MIN,4,1.7,0,0,1,0,0,0,0,0,0,0.0,1.7,0.0,0.0,0.0,0,6.8
,,,Jiri Sekac,831151,LW,3000,CHI,5,1.7,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.7,0.0,0,8.5
,,,Dan Carcillo,296021,LW,2900,CHI,21,1.5,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.5,1.5,21,31.5
,,,Alexei Emelin,597144,D,2900,CHI,6,1.6,0,0,0,1,0,0,0,0,0,0.0,0.0,1.6,0.0,0.0,0,9.600000000000001
,,,Mark Stuart,229385,D,2800,WPG,21,1.8,1,0,0,1,0,0,0,1,0,0.0,0.0,1.8,0.0,1.8,21,37.800000000000004
,,,John Mitchell,296028,C,2800,WPG,6,1.5,0,0,1,0,0,0,0,0,0,0.0,1.5,0.0,0.0,0.0,0,9.0
,,,Brandon Prust,296907,LW,2800,CHI,5,1.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.2,0.0,0,6.0
,,,Jan Hejda,329424,D,2800,WPG,10,1.8,0,0,0,1,0,0,0,0,0,0.0,0.0,1.8,0.0,0.0,0,18.0
,,,Nick Holden,447294,D,2800,WPG,10,1.6,0,0,0,1,0,0,0,0,0,0.0,0.0,1.6,0.0,0.0,0,16.0
,,,Dale Weise,477659,RW,2800,CHI,9,1.8,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.8,0.0,0,16.2
,,,Sheldon Souray,170719,D,2700,MIN,4,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
,,,Michal Rozsival,170951,D,2700,CHI,17,1.1,1,0,0,1,0,0,0,1,0,0.0,0.0,1.1,0.0,1.1,17,18.700000000000003
,,,Tom Gilbert,184270,D,2700,CHI,6,1.7,0,0,0,1,0,0,0,0,0,0.0,0.0,1.7,0.0,0.0,0,10.2
,,,Kyle Brodziak,253323,C,2700,MIN,11,1.7,1,0,1,0,0,0,1,0,0,0.0,1.7,0.0,0.0,1.7,11,18.7
,,,Nate Thompson,296046,C,2700,MIN,4,1.4,0,0,1,0,0,0,0,0,0,0.0,1.4,0.0,0.0,0.0,0,5.6
,,,Clayton Stoner,301462,D,2700,MIN,4,1.3,0,0,0,1,0,0,0,0,0,0.0,0.0,1.3,0.0,0.0,0,5.2
,,,Bryan Bickell,301772,LW,2700,CHI,21,1.6,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.6,1.6,21,33.6
,,,David Rundblad,504296,D,2700,CHI,17,0.9,1,0,0,1,0,0,0,1,0,0.0,0.0,0.9,0.0,0.9,17,15.3
,,,Nate Prosser,541897,D,2700,MIN,18,1.4,1,0,0,1,0,0,0,1,0,0.0,0.0,1.4,0.0,1.4,18,25.2
,,,Jim Slater,172140,C,2600,WPG,26,0.6,1,0,1,0,0,0,1,0,0,0.0,0.6,0.0,0.0,0.6,26,15.6
,,,Nate Guenin,184285,D,2600,WPG,10,1.5,0,0,0,1,0,0,0,0,0,0.0,0.0,1.5,0.0,0.0,0,15.0
,,,T.J. Galiardi,452001,LW,2600,WPG,24,0.5,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.5,0.5,24,12.0
,,,Ben Smith,544288,RW,2600,CHI,17,1.3,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.3,1.3,17,22.1
,,,Manny Malhotra,170801,C,2500,CHI,10,0.9,0,0,1,0,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0,9.0
,,,Bryan Allen,170808,D,2500,CHI,6,1.2,0,0,0,1,0,0,0,0,0,0.0,0.0,1.2,0.0,0.0,0,7.199999999999999
,,,Eric Brewer,170835,D,2500,MIN,4,1.3,0,0,0,1,0,0,0,0,0,0.0,0.0,1.3,0.0,0.0,0,5.2
,,,Mike Weaver,171424,D,2500,CHI,6,1.5,0,0,0,1,0,0,0,0,0,0.0,0.0,1.5,0.0,0.0,0,9.0
,,,Keith Ballard,172167,D,2500,MIN,18,1.1,1,0,0,1,0,0,0,1,0,0.0,0.0,1.1,0.0,1.1,18,19.8
,,,Tim Jackman,172412,RW,2500,MIN,4,0.8,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.8,0.0,0,3.2
,,,Chris Thorburn,232292,RW,2500,WPG,28,0.5,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.5,0.5,28,14.0
,,,Rene Bourque,263094,LW,2500,MIN,12,1.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.2,0.0,0,14.399999999999999
,,,Mark Fistric,269518,D,2500,MIN,4,0.3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.3,0.0,0.0,0,1.2
,,,Ryan Carter,329497,C,2500,MIN,11,1.5,1,0,1,0,0,0,1,0,0,0.0,1.5,0.0,0.0,1.5,11,16.5
,,,Johnny Oduya,330276,D,2500,CHI,17,1.6,1,0,0,1,0,0,0,1,0,0.0,0.0,1.6,0.0,1.6,17,27.200000000000003
,,,Adam Pardy,339481,D,2500,WPG,21,0.7,1,0,0,1,0,0,0,1,0,0.0,0.0,0.7,0.0,0.7,21,14.7
,,,Cody McLeod,339758,LW,2500,WPG,20,1.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,20.0
,,,Marc-Andre Cliche,376393,RW,2500,WPG,2,0.7,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.7,0.0,0,1.4
,,,Niklas Hjalmarsson,386807,D,2500,CHI,17,1.7,1,0,0,1,0,0,0,1,0,0.0,0.0,1.7,0.0,1.7,17,28.9
,,,Eric Tangradi,409629,LW,2500,CHI,5,0.8,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.8,0.0,0,4.0
,,,Grant Clitsome,447863,D,2500,WPG,21,0.5,1,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0,0.5,21,10.5
,,,Matt Halischuk,456690,RW,2500,WPG,28,0.5,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.5,0.5,28,14.0
,,,Stu Bickel,456855,D,2500,MIN,18,0.1,1,0,0,1,0,0,0,1,0,0.0,0.0,0.1,0.0,0.1,18,1.8
,,,Anthony Peluso,494189,RW,2500,WPG,28,0.2,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.2,0.2,28,5.6000000000000005
,,,Paul Postma,496330,D,2500,WPG,21,1.2,1,0,0,1,0,0,0,1,0,0.0,0.0,1.2,0.0,1.2,21,25.2
,,,Tomas Vincour,521980,C,2500,WPG,6,0.8,0,0,1,0,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0,4.800000000000001
,,,Mat Clark,522063,D,2500,MIN,4,0.6,0,0,0,1,0,0,0,0,0,0.0,0.0,0.6,0.0,0.0,0,2.4
,,,Ben Chiarot,547578,D,2500,WPG,21,1.0,1,0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,1.0,21,21.0
,,,Jeremy Morin,547716,LW,2500,CHI,21,0.8,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.8,0.8,21,16.8
,,,Joakim Nordstrom,554554,C,2500,CHI,12,1.3,1,0,1,0,0,0,1,0,0,0.0,1.3,0.0,0.0,1.3,12,15.600000000000001
,,,Chris Wagner,555392,RW,2500,MIN,4,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
,,,Michael Sgarbossa,567889,C,2500,WPG,6,1.8,0,0,1,0,0,0,0,0,0,0.0,1.8,0.0,0.0,0.0,0,10.8
,,,Ben Street,594358,C,2500,WPG,6,0.5,0,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0,3.0
,,,Justin Fontaine,595203,RW,2500,MIN,20,1.4,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.4,1.4,20,28.0
,,,Jonas Brodin,600103,D,2500,MIN,18,1.4,1,0,0,1,0,0,0,1,0,0.0,0.0,1.4,0.0,1.4,18,25.2
,,,Adam Lowry,607959,LW,2500,WPG,24,1.2,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.2,1.2,24,28.799999999999997
,,,Klas Dahlbeck,607971,D,2500,CHI,17,0.0,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,17,0.0
,,,Josh Manson,612926,D,2500,MIN,4,1.1,0,0,0,1,0,0,0,0,0,0.0,0.0,1.1,0.0,0.0,0,4.4
,,,Karl Stollery,656516,D,2500,WPG,10,1.3,0,0,0,1,0,0,0,0,0,0.0,0.0,1.3,0.0,0.0,0,13.0
,,,Erik Haula,732005,C,2500,MIN,11,1.2,1,0,1,0,0,0,1,0,0,0.0,1.2,0.0,0.0,1.2,11,13.2
,,,Christian Folin,824587,D,2500,MIN,18,1.0,1,0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,1.0,18,18.0
